name,salary_from,salary_to,salary_currency,area_name,published_at
Менеджер по сопровождению проектов,,,,Москва,2008-01-22T10:37:15+0300
Руководитель службы IT,1400.0,,USD,Санкт-Петербург,2008-01-31T12:47:28+0300
Инженер (ведущий инженер) службы технической поддержки 1-го уровня,,,,Киров (Кировская область),2008-07-24T08:51:20+0400
Администратор информационной безопасности,20000.0,20000.0,RUR,Краснодар,2008-06-07T09:29:01+0400
Аналитик,,,,Москва,2008-03-26T14:07:16+0300
Архитектор SAP,,,,Москва,2008-08-14T17:58:02+0400
"Инженер (ВП, риск серверы HP, IBM+HP OV)",,,,Москва,2008-06-16T19:36:58+0400
Ведущий инженер связи по организации строительных работ,,,,Санкт-Петербург,2008-06-18T17:25:55+0400
SAP FI консультант,4000.0,6000.0,USD,Москва,2008-05-16T13:18:23+0400
Директор по консалтингу,5000.0,10000.0,USD,Москва,2008-10-06T11:48:29+0400
Координатор Технической поддержки / специалист по работе с клиентами,,,,Санкт-Петербург,2008-02-14T09:51:16+0300
Региональный представитель в Приволжском ФО (г. Самара),50000.0,,RUR,Самара,2008-01-18T15:26:03+0300
Руководитель ИС рабочего программирования (ABAP),100000.0,140000.0,RUR,Москва,2008-01-24T15:07:51+0300
Инженер связи,1300.0,1800.0,USD,Москва,2008-05-04T10:41:44+0400
Senior C++/Java developer (Zurich),,,,Москва,2008-05-21T13:32:22+0400
Разработчик средств интеграции,,,,Москва,2008-06-26T20:56:04+0400
Программист С/С++,,,,Вологда,2008-03-01T16:25:29+0300
Руководитель отдела продаж (MS_Nsk),1600.0,,USD,Новосибирск,2008-03-13T16:30:35+0300
Менеджер проектов (код вакансии 1502),,,,Киев,2008-02-05T11:42:56+0300
Руководитель проектов по внедрению информационных систем,3000.0,,USD,Москва,2008-02-05T14:53:47+0300
Сотрудник службы технической поддержки,20000.0,30000.0,RUR,Москва,2008-02-05T16:43:18+0300
Менеджер проекта,100000.0,,RUR,Москва,2008-02-19T04:26:33+0300
Главный IT специалист мультимедийного центра,,,,Москва,2008-04-09T12:04:25+0400
Assistant to IT Department,,,,Москва,2008-05-30T18:54:32+0400
Администратор биллинговых систем,15000.0,,RUR,Краснодар,2008-04-11T09:04:21+0400
Заместитель начальника Отдела сопровождения автоматизированных банковских систем,80000.0,95000.0,RUR,Москва,2008-05-23T09:50:59+0400
Программист (на базе 1С 8.0),55000.0,80000.0,RUR,Санкт-Петербург,2008-09-08T09:57:23+0400
Менеджер интернет-проектов,1500.0,2000.0,EUR,Москва,2008-05-26T10:50:13+0400
Администратор приложений CAD/PDM,,,,Москва,2008-08-18T15:32:21+0400
Специалист в Отдел информационной безопастности,,,,Москва,2008-01-11T10:58:05+0300
Кассир,9000.0,12000.0,RUR,Самара,2008-08-26T15:33:30+0400
Software developer,,,,Москва,2008-08-27T14:03:15+0400
Дизайнер,3000.0,4000.0,UAH,Запорожье,2008-08-27T17:40:30+0400
Junior Sales Manager,20000.0,,RUR,Новосибирск,2008-08-28T08:56:37+0400
Главный специалист отдела развития банковских технологий (отдел развития отчетности),,,,Москва,2008-10-27T17:17:23+0300
Руководитель департамента ИТ,50000.0,70000.0,RUR,Санкт-Петербург,2008-05-20T13:55:38+0400
ABAP Программист,90000.0,,RUR,Москва,2008-05-20T16:37:43+0400
Руководитель отдела продаж,2500.0,3000.0,USD,Санкт-Петербург,2008-09-22T11:37:05+0400
Менеджер проекта,500.0,1000.0,USD,Москва,2008-05-21T11:47:28+0400
Менеджер по продукту (системная интеграция),25000.0,30000.0,RUR,Екатеринбург,2008-05-22T09:19:12+0400
Программист,,,,Москва,2008-05-22T14:42:56+0400
Руководитель проектов,3000.0,4500.0,USD,Москва,2008-02-20T10:47:28+0300
Web-дизайнер,70000.0,,RUR,Москва,2008-01-25T10:30:43+0300
Software Engineer (#549936),,,,Нижний Новгород,2008-03-24T16:21:58+0300
Project manager,40000.0,,RUR,Томск,2008-03-25T08:47:07+0300
Менеджер по оптимизации и контенту,40000.0,70000.0,RUR,Москва,2008-09-10T09:40:16+0400
Специалист по операционному контролю закрытия инцидентов,,,,Москва,2008-09-04T12:10:26+0400
Менеджер по продажам (системы электронного документооборота),,,,Санкт-Петербург,2008-10-20T12:26:38+0400
Руководитель отдела управления проектами в проектной организации,,60000.0,RUR,Москва,2008-09-04T23:20:00+0400
Software Designer,,,,Москва,2008-01-09T11:33:15+0300
Специалист службы сопровождения OEBS,,70000.0,RUR,Москва,2008-01-09T13:43:58+0300
Программист C#,50000.0,,USD,Москва,2008-03-03T12:51:00+0300
Консультант SAP/R3 по модулям PM или PP,,,,Москва,2008-06-23T09:56:46+0400
Менеджер по продвижению интернет-проекта,20000.0,,RUR,Москва,2008-12-22T14:47:05+0300
Менеджер интернет-проектов,50000.0,100000.0,RUR,Москва,2008-12-10T15:42:15+0300
Ведущий специалист по тестированию,60000.0,70000.0,RUR,Москва,2008-03-26T14:26:18+0300
Regional EPG Account Manager,,,,Хабаровск,2008-04-24T10:57:08+0400
Специалист службы технической поддержки (Service Desk),30000.0,,RUR,Москва,2008-03-27T11:27:07+0300
Инженер технической поддержки,24600.0,25000.0,RUR,Москва,2008-04-02T16:50:40+0400
Главный специалист отдела сопровождения ИТ,,,,Киев,2008-06-18T13:02:09+0400
Программист С++,35000.0,45000.0,RUR,Санкт-Петербург,2008-04-14T12:51:48+0400
Системный администратор,30000.0,,RUR,Москва,2008-04-15T11:27:31+0400
Начальник отдела технического обеспечения информационных систем,38500.0,,RUR,Москва,2008-04-16T10:33:13+0400
Программист PHP,25000.0,,RUR,Москва,2008-11-18T14:04:28+0300
Системный администратор,,,,Петрозаводск,2008-05-12T20:46:12+0400
Инженер технической поддержки (код вакансии sup_icts_m_mns),1100.0,,USD,Санкт-Петербург,2008-05-13T08:45:53+0400
Web-программист (.NET),2000.0,3000.0,USD,Москва,2008-05-26T08:54:12+0400
Начальник отдела сопровождения,50000.0,60000.0,RUR,Санкт-Петербург,2008-05-14T15:45:15+0400
Дизайнер интерфейса,1500.0,2000.0,USD,Санкт-Петербург,2008-06-07T17:18:48+0400
BI Developer (GL-357-03),,,,Львов,2008-05-14T18:35:13+0400
Инженер департамента технической поддержки,,,,Новосибирск,2008-06-20T15:16:32+0400
Программист (разработка Corel Photo Pain CTP),900.0,,USD,Киев,2008-06-20T18:02:33+0400
Ведущий ИТ специалист (SQL проекты),,,,Санкт-Петербург,2008-11-24T00:11:02+0300
Системный администратор,,50000.0,RUR,Россия,2008-11-25T18:09:03+0300
Business Analyst / Бизнес-аналитик (1С 8.0),2000.0,3000.0,USD,Москва,2008-03-04T13:33:39+0300
Программист 1С (УПП ),75000.0,100000.0,RUR,Москва,2008-09-30T09:09:03+0400
Инженер видеонаблюдения,45000.0,,RUR,Москва,2008-10-13T09:17:21+0400
PHP программист,5000.0,6000.0,UAH,Николаев,2008-10-01T18:15:19+0400
Программист С++,7000.0,20000.0,RUR,Воронеж,2008-02-15T17:44:46+0300
Разработчик ПО,3500.0,4500.0,USD,Москва,2008-07-21T10:18:03+0400
Администратор СУБД MS SQL Server,,,,Московская область - Север,2008-07-22T11:47:50+0400
QA tester,20000.0,30000.0,RUR,Ростов-на-Дону,2008-09-19T15:21:22+0400
Старший системный администратор Unix платформ,,,,Москва,2008-08-22T15:57:08+0400
Системный администратор,,,,Москва,2008-08-25T10:19:20+0400
Администратор БД 1С,35000.0,60000.0,RUR,Москва,2008-08-25T11:09:15+0400
Инженер Лаборатории специальных исследований,30000.0,,RUR,Москва,2008-12-15T11:33:42+0300
Специалист по интеграции программного обеспечения,40000.0,70000.0,RUR,Москва,2008-10-20T12:26:57+0400
Проектировщик пользовательского интерфейса (UI developer),50000.0,70000.0,RUR,Москва,2008-05-28T16:23:34+0400
Специалист отдела технических средств безопасности,,,,Екатеринбург,2008-06-02T07:19:50+0400
PHP-программист,20000.0,,RUR,Волгоград,2008-09-11T15:58:43+0400
